source_zip,filename,filename_pii,pdf_doi,pdf_title,text_layers
marine antifouling2.zip,！J of Applied Polymer Sci - 2025 - Wang - An Antifouling Coating Based on Tannic Acid  An Eco‐Friendly Strategy for.pdf,,10.1002/app.57227,RESEARCH ARTICLE,1
marine antifouling2.zip,！jmse-13-00568-v2.pdf,,10.3390/jmse13030568,Academic Editor: Cristiano Fragassa,1
marine antifouling2.zip,！Journal of Polymer Science - 2025 - Liu - Self‐Releasing Vanillin  An Eco‐Friendly Self‐Polishing Coating Designed for.pdf,,10.1002/pol.20241081,RESEARCH ARTICLE,1
marine antifouling2.zip,！Journal of Polymer Science Part A  Polymer Chemistry - 2015 - He - Efficient and robust coatings using poly.pdf,,10.1002/pola.27912,Efficient and Robust Coatings Using Poly(2-methyl-2-oxazoline),1
marine antifouling2.zip,！kill-resist-renew-trinity-hyperbranched-polymer-with-self-regenerating-attack-and-defense-for-antifouling-coatings.pdf,,10.1021/acsami.1c02273,Kill−Resist−Renew Trinity: Hyperbranched Polymer with Self-,1
marine antifouling2.zip,！Mahto_2020_IOP_Conf._Ser.__Mater._Sci._Eng._798_012005.pdf,,10.1088/1757-899X/798/1/012005,IOP Conference Series:,1
marine antifouling2.zip,！MAP-inspired dual crosslinked PVP-phenol sprayable hydrogel coating for stable marine antifouling applications.pdf,,10.26599/FRICT.2025.9440946,MAP-inspired  dual  crosslinked  PVP-phenol  sprayable  hydrogel,1
marine antifouling2.zip,！metal-free-low-surface-energy-and-self-healing-polyurethane-coating-with-an-excellent-antifouling-property.pdf,,10.1021/acsapm.2c01503,"Metal-Free, Low-Surface Energy, and Self-Healing Polyurethane",1
marine antifouling2.zip,！molecules-27-05059-v2.pdf,,10.3390/molecules27165059,"Citation: Liao, X.; Niu, K.; Liu, F.;",1
marine antifouling2.zip,！mucus-inspired-underwater-enhanced-amphiphilic-liquid-like-fluorocarbon-composite-coating-antifouling-and-anti-icing.pdf,,10.1021/acsami.5c12461,Mucus-Inspired Underwater-Enhanced Amphiphilic Liquid-Like,1
marine antifouling2.zip,！new-peptidomimetic-polymers-for-antifouling-surfaces.pdf,,10.1021/ja0522534,New Peptidomimetic Polymers for Antifouling Surfaces,1
marine antifouling2.zip,！oxidation-mediated-zwitterionic-polydopamine-coatings-for-marine-antifouling-applications.pdf,,10.1021/acs.langmuir.8b03454,"Oxidation-Mediated, Zwitterionic Polydopamine Coatings for",1
marine antifouling2.zip,！photoinitiated-thiol-ene-click-reaction-for-preparation-of-highly-adhesive-and-mechanically-stable-silicone-coatings.pdf,,10.1021/acsami.4c18569,Photoinitiated Thiol−Ene Click Reaction for Preparation of Highly,1
marine antifouling2.zip,！Polymers for Advanced Techs - 2024 - Zhao - Long lasting marine antifouling polyurethane coating chemically bonded with.pdf,,10.1002/pat.6314,RESEARCH ARTICLE,1
marine antifouling2.zip,！polymers-13-02242.pdf,,10.3390/polym13142242,Simple Preparation of Polydimethylsiloxane and Polyurethane,1
marine antifouling2.zip,！polymers-14-03804-v2.pdf,,10.3390/polym14183804,"Citation: Wu, T.; Qi, Y.; Chen, Q.; Gu,",1
marine antifouling2.zip,！polymers-15-00317-v2.pdf,,10.3390/polym15020317,"Citation: Zhang, Y.; Ge, T.; Li, Y.; Lu,",1
marine antifouling2.zip,！polymers-16-01570.pdf,,10.3390/polym16111570,"Citation: Wei, C.; Zhang, Y.; Tang, Z.;",1
marine antifouling2.zip,！role-of-backbone-chemistry-and-monomer-sequence-in-amphiphilic-oligopeptide-and-oligopeptoid-functionalized-pdms-and.pdf,,10.1021/acs.macromol.6b02505,Role of Backbone Chemistry and Monomer Sequence in Amphiphilic,1
marine antifouling2.zip,！s10118-025-3382-y.pdf,,10.1007/s10118-025-3382-y,"Chinese J. Polym. Sci. 2025, 43, 1629–1637",1
marine antifouling2.zip,！s10853-025-10725-9.pdf,,10.1007/s10853-025-10725-9,Vol.:(0123456789),1
marine antifouling2.zip,！s10904-025-04025-7.pdf,,10.1007/s10904-025-04025-7,Mankind has learned to cope with marine biofouling by,1
marine antifouling2.zip,！s11998-018-0144-6.pdf,,10.1007/s11998-018-0144-6,Advances in design and manufacturing of environmentally,1
marine antifouling2.zip,！s11998-019-00294-3.pdf,,10.1007/s11998-019-00294-3,Chemistry and application of emerging ecofriendly antifouling,1
marine antifouling2.zip,！s11998-019-00313-3.pdf,,10.1007/s11998-019-00313-3,Degradable polyurethane based on triblock polyols composed,1
marine antifouling2.zip,！s42114-024-01094-z.pdf,,10.1007/s42114-024-01094-z,Vol.:(0123456789),1
marine antifouling2.zip,！seawater-induced-healable-underwater-superoleophobic-antifouling-coatings.pdf,,10.1021/acsami.8b16464,Seawater-Induced Healable Underwater Superoleophobic,1
marine antifouling2.zip,！self-renewing-antifouling-coating-based-on-integrated-offensive-and-defense-strategies-inspired-by-coral.pdf,,10.1021/acsami.5c24167,Antifouling Coating Based on Integrated Offensive,1
marine antifouling2.zip,！studying-the-effect-of-pre-polymer-composition-and-incorporation-of-surface-modifying-amphiphilic-additives-on-the.pdf,,10.1021/acsami.2c10983,Studying the Effect of Pre-Polymer Composition and Incorporation,1
marine antifouling2.zip,！Superior mechanical performance polyurethane-silicone coatings for synergistic antimicrobial and antifouling coatings.pdf,,10.1080/10601325.2024.2330600,Pure and Applied Chemistry,1
marine antifouling2.zip,！The intermolecular forces induced silicon-polyurea marine anti-fouling coating with ideal mechanical and antibacterial performances.pdf,,10.1080/10601325.2024.2335276,Pure and Applied Chemistry,1
